dt,AverageTemperature,AverageTemperatureUncertainty,Country
8/1/1920,33.272,1.058,Algeria
9/1/1920,29.619,0.818,Algeria
10/1/1920,24.255,0.813,Algeria
11/1/1920,17.894,1.078,Algeria
12/1/1920,12.271,0.78,Algeria
1/1/1921,11.132,0.762,Algeria
2/1/1921,14.435,0.824,Algeria
3/1/1921,17.82,0.766,Algeria
4/1/1921,21.856,0.879,Algeria
5/1/1921,26.537,0.721,Algeria
6/1/1921,30.439,1.191,Algeria
7/1/1921,33.852,1.243,Algeria
8/1/1921,32.525,0.809,Algeria
9/1/1921,30.157,0.947,Algeria
10/1/1921,24.11,1.596,Algeria
11/1/1921,17.553,0.798,Algeria
12/1/1921,12.267,0.811,Algeria
1/1/1922,11.472,1.013,Algeria
2/1/1922,14.519,1.11,Algeria
3/1/1922,18.38,0.759,Algeria
4/1/1922,23.189,0.835,Algeria
5/1/1922,26.948,1.279,Algeria
6/1/1922,31.47,0.846,Algeria
7/1/1922,33.729,0.912,Algeria
8/1/1922,32.91,0.942,Algeria
9/1/1922,28.578,0.771,Algeria
10/1/1922,24.308,0.828,Algeria
11/1/1922,17.689,0.939,Algeria
12/1/1922,12.022,0.932,Algeria
1/1/1923,10.709,0.869,Algeria
2/1/1923,13.988,0.753,Algeria
3/1/1923,17.991,0.758,Algeria
4/1/1923,21.648,0.621,Algeria
5/1/1923,26.548,0.632,Algeria
6/1/1923,29.468,0.733,Algeria
7/1/1923,33.234,0.949,Algeria
8/1/1923,32.6,0.877,Algeria
9/1/1923,28.612,0.76,Algeria
10/1/1923,25.012,0.659,Algeria
11/1/1923,17.786,0.909,Algeria
12/1/1923,11.633,0.731,Algeria
1/1/1924,11.807,0.615,Algeria
2/1/1924,14.544,0.692,Algeria
3/1/1924,18.972,0.63,Algeria
4/1/1924,22.538,0.662,Algeria
5/1/1924,29.23,0.534,Algeria
6/1/1924,31.714,0.551,Algeria
7/1/1924,33.497,0.607,Algeria
8/1/1924,33.206,0.6,Algeria
9/1/1924,30.928,0.57,Algeria
10/1/1924,24.215,0.535,Algeria
11/1/1924,17.608,0.712,Algeria
12/1/1924,12.758,0.708,Algeria
1/1/1925,10.902,1.035,Algeria
2/1/1925,14.075,1.071,Algeria
3/1/1925,17.299,0.635,Algeria
4/1/1925,22.469,0.652,Algeria
5/1/1925,26.194,0.632,Algeria
6/1/1925,30.969,0.611,Algeria
7/1/1925,33.285,0.508,Algeria
8/1/1925,33.061,0.546,Algeria
9/1/1925,29.54,0.481,Algeria
10/1/1925,22.598,0.673,Algeria
11/1/1925,17.68,0.557,Algeria
12/1/1925,14.647,0.607,Algeria
1/1/1926,13.921,0.638,Algeria
2/1/1926,15.624,0.504,Algeria
3/1/1926,18.723,0.658,Algeria
4/1/1926,22.968,0.592,Algeria
5/1/1926,26.698,1.023,Algeria
6/1/1926,31.394,0.794,Algeria
7/1/1926,34.005,0.576,Algeria
8/1/1926,32.886,0.613,Algeria
9/1/1926,30.073,0.694,Algeria
10/1/1926,25.357,0.724,Algeria
11/1/1926,17.942,1.069,Algeria
12/1/1926,12.429,0.549,Algeria
1/1/1927,11.147,0.65,Algeria
2/1/1927,13.892,0.583,Algeria
3/1/1927,18.73,0.733,Algeria
4/1/1927,22.451,0.576,Algeria
5/1/1927,28.159,0.485,Algeria
6/1/1927,31.949,0.482,Algeria
7/1/1927,34.176,0.597,Algeria
8/1/1927,33.414,0.469,Algeria
9/1/1927,30.44,0.494,Algeria
10/1/1927,23.9,0.609,Algeria
11/1/1927,17.942,0.62,Algeria
12/1/1927,13.825,0.677,Algeria
1/1/1928,11.531,0.627,Algeria
2/1/1928,14.155,0.742,Algeria
3/1/1928,18.707,0.692,Algeria
4/1/1928,23.285,0.661,Algeria
5/1/1928,26.37,0.524,Algeria
6/1/1928,31.5,0.621,Algeria
7/1/1928,33.895,0.774,Algeria
8/1/1928,33.483,0.57,Algeria
9/1/1928,30.344,0.616,Algeria
10/1/1928,24.813,0.701,Algeria
11/1/1928,16.998,0.567,Algeria
12/1/1928,12.304,0.506,Algeria
1/1/1929,11.843,0.552,Algeria
2/1/1929,14.295,0.499,Algeria
3/1/1929,18.182,0.68,Algeria
4/1/1929,22.96,0.62,Algeria
5/1/1929,26.408,0.549,Algeria
6/1/1929,30.547,0.677,Algeria
7/1/1929,33.384,0.713,Algeria
8/1/1929,32.366,0.598,Algeria
9/1/1929,29.319,0.781,Algeria
10/1/1929,23.304,0.614,Algeria
11/1/1929,16.384,0.605,Algeria
12/1/1929,13.073,0.647,Algeria
1/1/1930,13.024,0.727,Algeria
2/1/1930,15.218,0.97,Algeria
3/1/1930,19.228,0.914,Algeria
4/1/1930,22.391,0.44,Algeria
5/1/1930,27.223,0.508,Algeria
6/1/1930,30.71,0.642,Algeria
7/1/1930,33.875,0.637,Algeria
8/1/1930,32.828,0.53,Algeria
9/1/1930,29.049,0.558,Algeria
10/1/1930,24.956,0.738,Algeria
11/1/1930,18.585,0.51,Algeria
12/1/1930,14.367,0.473,Algeria
1/1/1931,12.963,0.627,Algeria
2/1/1931,13.177,0.642,Algeria
3/1/1931,20.818,0.59,Algeria
4/1/1931,23.619,0.568,Algeria
5/1/1931,27.779,0.608,Algeria
6/1/1931,32.568,0.419,Algeria
7/1/1931,34.676,0.57,Algeria
8/1/1931,34.93,0.611,Algeria
9/1/1931,29.886,0.843,Algeria
10/1/1931,24.956,0.616,Algeria
11/1/1931,18.756,0.454,Algeria
12/1/1931,12.262,0.945,Algeria
1/1/1932,11.592,1.182,Algeria
2/1/1932,14.536,0.589,Algeria
3/1/1932,19.238,0.506,Algeria
4/1/1932,23.625,0.648,Algeria
5/1/1932,28.849,0.876,Algeria
6/1/1932,32.629,0.814,Algeria
7/1/1932,34.059,1.008,Algeria
8/1/1932,32.474,0.84,Algeria
9/1/1932,30.561,1.094,Algeria
10/1/1932,24.144,1.182,Algeria
11/1/1932,18.113,0.91,Algeria
12/1/1932,13.583,0.644,Algeria
1/1/1933,12.463,0.739,Algeria
2/1/1933,15.472,0.805,Algeria
3/1/1933,17.953,0.439,Algeria
4/1/1933,22.89,0.864,Algeria
5/1/1933,28.192,0.792,Algeria
6/1/1933,30.715,0.534,Algeria
7/1/1933,33.185,0.43,Algeria
8/1/1933,32.579,0.433,Algeria
9/1/1933,29.803,0.868,Algeria
10/1/1933,25.472,0.59,Algeria
11/1/1933,16.724,0.983,Algeria
12/1/1933,12.574,0.469,Algeria
1/1/1934,10.799,0.497,Algeria
2/1/1934,13.349,0.378,Algeria
3/1/1934,16.185,0.395,Algeria
4/1/1934,22.554,0.515,Algeria
5/1/1934,25.616,0.49,Algeria
6/1/1934,32.179,0.62,Algeria
7/1/1934,33.645,0.456,Algeria
8/1/1934,33.509,0.398,Algeria
9/1/1934,29.418,0.672,Algeria
10/1/1934,23.179,0.753,Algeria
11/1/1934,17.898,0.742,Algeria
12/1/1934,14.605,0.93,Algeria
1/1/1935,10.567,0.735,Algeria
2/1/1935,13.415,0.471,Algeria
3/1/1935,18.452,0.404,Algeria
4/1/1935,22.568,0.537,Algeria
5/1/1935,25.738,0.464,Algeria
6/1/1935,32.248,0.459,Algeria
7/1/1935,33.372,0.275,Algeria
8/1/1935,33.397,0.48,Algeria
9/1/1935,30.084,0.328,Algeria
10/1/1935,22.626,0.734,Algeria
11/1/1935,18.395,0.36,Algeria
12/1/1935,14.175,0.352,Algeria
1/1/1936,13.883,0.431,Algeria
2/1/1936,16.975,0.389,Algeria
3/1/1936,19.281,0.602,Algeria
4/1/1936,23.576,0.517,Algeria
5/1/1936,25.121,0.591,Algeria
6/1/1936,30.936,0.465,Algeria
7/1/1936,33.722,0.322,Algeria
8/1/1936,31.911,0.622,Algeria
9/1/1936,29.474,0.485,Algeria
10/1/1936,22.46,0.491,Algeria
11/1/1936,16.393,0.343,Algeria
12/1/1936,11.559,0.405,Algeria
1/1/1937,12.795,0.519,Algeria
2/1/1937,15.997,0.541,Algeria
3/1/1937,19.559,0.517,Algeria
4/1/1937,23.614,0.471,Algeria
5/1/1937,26.622,0.387,Algeria
6/1/1937,32.341,0.374,Algeria
7/1/1937,33.309,0.421,Algeria
8/1/1937,33.319,0.589,Algeria
9/1/1937,30.113,0.437,Algeria
10/1/1937,24.619,0.417,Algeria
11/1/1937,19.995,0.379,Algeria
12/1/1937,12.447,0.333,Algeria
1/1/1938,11.134,0.675,Algeria
2/1/1938,13.529,0.552,Algeria
3/1/1938,16.663,0.746,Algeria
4/1/1938,21.332,0.394,Algeria
5/1/1938,26.235,0.495,Algeria
6/1/1938,31.752,0.375,Algeria
7/1/1938,33.262,0.341,Algeria
8/1/1938,33.391,0.498,Algeria
9/1/1938,30.658,0.644,Algeria
10/1/1938,24.754,0.44,Algeria
11/1/1938,17.525,0.715,Algeria
12/1/1938,12.497,0.562,Algeria
1/1/1939,12.744,0.486,Algeria
2/1/1939,13.629,0.869,Algeria
3/1/1939,17.243,0.585,Algeria
4/1/1939,21.041,0.427,Algeria
5/1/1939,24.96,0.368,Algeria
6/1/1939,30.245,0.406,Algeria
7/1/1939,34.233,0.648,Algeria
8/1/1939,32.566,0.53,Algeria
9/1/1939,29.797,0.579,Algeria
10/1/1939,25.578,0.518,Algeria
11/1/1939,17.859,0.45,Algeria
12/1/1939,14.202,0.384,Algeria
1/1/1940,12.64,0.586,Algeria
2/1/1940,15.911,0.371,Algeria
3/1/1940,20.071,0.343,Algeria
4/1/1940,22.427,0.396,Algeria
5/1/1940,27.734,0.405,Algeria
6/1/1940,30.184,0.546,Algeria
7/1/1940,32.951,0.407,Algeria
8/1/1940,32.574,0.348,Algeria
9/1/1940,29.23,0.344,Algeria
10/1/1940,23.697,0.368,Algeria
11/1/1940,17.742,0.315,Algeria
12/1/1940,10.91,0.701,Algeria
1/1/1941,13.012,0.467,Algeria
2/1/1941,15.988,0.431,Algeria
3/1/1941,19.607,0.325,Algeria
4/1/1941,22.642,0.348,Algeria
5/1/1941,26.97,0.591,Algeria
6/1/1941,31.25,0.578,Algeria
7/1/1941,33.679,0.438,Algeria
8/1/1941,33.897,0.424,Algeria
9/1/1941,29.223,0.438,Algeria
10/1/1941,24.053,0.365,Algeria
11/1/1941,17.914,0.381,Algeria
12/1/1941,13.086,0.74,Algeria
1/1/1942,11.054,0.734,Algeria
2/1/1942,13.777,0.567,Algeria
3/1/1942,20.152,0.536,Algeria
4/1/1942,24.295,0.604,Algeria
5/1/1942,28.366,0.483,Algeria
6/1/1942,32.427,0.583,Algeria
7/1/1942,33.32,0.579,Algeria
8/1/1942,32.732,0.293,Algeria
9/1/1942,29.697,0.503,Algeria
10/1/1942,24.87,0.499,Algeria
11/1/1942,19.163,0.397,Algeria
12/1/1942,13.469,0.939,Algeria
1/1/1943,12.469,0.853,Algeria
2/1/1943,13.738,0.529,Algeria
3/1/1943,18.464,0.359,Algeria
4/1/1943,22.558,0.501,Algeria
5/1/1943,26.589,0.751,Algeria
6/1/1943,31.048,0.547,Algeria
7/1/1943,34.336,0.969,Algeria
8/1/1943,32.858,0.374,Algeria
9/1/1943,29.6,0.873,Algeria
10/1/1943,24.789,0.446,Algeria
11/1/1943,16.445,0.37,Algeria
12/1/1943,13.506,0.623,Algeria
1/1/1944,10.477,0.742,Algeria
2/1/1944,13.11,0.785,Algeria
3/1/1944,16.829,0.549,Algeria
4/1/1944,23.254,0.486,Algeria
5/1/1944,28.384,0.641,Algeria
6/1/1944,31.195,0.469,Algeria
7/1/1944,34.076,0.365,Algeria
8/1/1944,33.392,0.31,Algeria
9/1/1944,29.786,0.474,Algeria
10/1/1944,23.968,0.473,Algeria
11/1/1944,18.365,0.375,Algeria
12/1/1944,12.374,0.443,Algeria
1/1/1945,10.585,0.481,Algeria
2/1/1945,13.882,0.403,Algeria
3/1/1945,17.637,0.397,Algeria
4/1/1945,24.793,0.383,Algeria
5/1/1945,27.729,0.478,Algeria
6/1/1945,31.87,0.398,Algeria
7/1/1945,33.801,0.362,Algeria
8/1/1945,33.86,0.374,Algeria
9/1/1945,30.206,0.358,Algeria
10/1/1945,22.94,0.828,Algeria
11/1/1945,19.296,0.32,Algeria
12/1/1945,13.787,0.392,Algeria
1/1/1946,12.192,0.515,Algeria
2/1/1946,13.869,0.503,Algeria
3/1/1946,18.414,0.415,Algeria
4/1/1946,23.347,0.506,Algeria
5/1/1946,26.884,0.432,Algeria
6/1/1946,32.416,0.468,Algeria
7/1/1946,33.242,0.329,Algeria
8/1/1946,32.907,0.473,Algeria
9/1/1946,30.104,0.483,Algeria
10/1/1946,24.944,0.414,Algeria
11/1/1946,19.043,0.39,Algeria
12/1/1946,11.689,0.416,Algeria
1/1/1947,12.461,0.381,Algeria
2/1/1947,16.746,0.385,Algeria
3/1/1947,21.427,0.351,Algeria
4/1/1947,22.263,0.532,Algeria
5/1/1947,26.648,0.399,Algeria
6/1/1947,32.051,0.435,Algeria
7/1/1947,33.99,0.324,Algeria
8/1/1947,33.182,0.408,Algeria
9/1/1947,30.43,0.395,Algeria
10/1/1947,24.662,0.544,Algeria
11/1/1947,18.36,0.449,Algeria
12/1/1947,12.062,0.565,Algeria
1/1/1948,12.417,0.607,Algeria
2/1/1948,15.887,0.479,Algeria
3/1/1948,17.528,0.492,Algeria
4/1/1948,22.578,0.42,Algeria
5/1/1948,27.199,0.524,Algeria
6/1/1948,31.849,0.41,Algeria
7/1/1948,33.229,0.285,Algeria
8/1/1948,32.933,0.33,Algeria
9/1/1948,29.692,0.384,Algeria
10/1/1948,23.989,0.445,Algeria
11/1/1948,17.004,0.544,Algeria
12/1/1948,12.551,0.418,Algeria
1/1/1949,11.71,0.421,Algeria
2/1/1949,13.27,0.494,Algeria
3/1/1949,17.769,0.463,Algeria
4/1/1949,23.282,0.502,Algeria
5/1/1949,26.754,0.497,Algeria
6/1/1949,32.312,0.543,Algeria
7/1/1949,33.423,0.361,Algeria
8/1/1949,32.334,0.333,Algeria
9/1/1949,29.849,0.451,Algeria
10/1/1949,24.055,0.354,Algeria
11/1/1949,18.401,0.348,Algeria
12/1/1949,15.099,0.536,Algeria
1/1/1950,11.405,0.341,Algeria
2/1/1950,14.176,0.353,Algeria
3/1/1950,17.228,0.43,Algeria
4/1/1950,21.225,0.45,Algeria
5/1/1950,26.915,0.6,Algeria
6/1/1950,32.644,0.521,Algeria
7/1/1950,33.742,0.313,Algeria
8/1/1950,32.434,0.242,Algeria
9/1/1950,29.788,0.67,Algeria
10/1/1950,23.473,0.25,Algeria
11/1/1950,17.991,0.372,Algeria
12/1/1950,12.361,0.43,Algeria
1/1/1951,11.437,0.502,Algeria
2/1/1951,14.97,0.287,Algeria
3/1/1951,20.119,0.313,Algeria
4/1/1951,23.684,0.368,Algeria
5/1/1951,26.601,0.436,Algeria
6/1/1951,31.906,0.633,Algeria
7/1/1951,34.064,0.303,Algeria
8/1/1951,33.304,0.355,Algeria
9/1/1951,29.514,0.356,Algeria
10/1/1951,22.635,0.327,Algeria
11/1/1951,18.241,0.317,Algeria
12/1/1951,13.385,0.349,Algeria
1/1/1952,10.583,0.363,Algeria
2/1/1952,13.304,0.315,Algeria
3/1/1952,20.156,0.333,Algeria
4/1/1952,21.448,0.363,Algeria
5/1/1952,26.871,0.377,Algeria
6/1/1952,32.987,0.313,Algeria
7/1/1952,33.96,0.56,Algeria
8/1/1952,33.263,0.392,Algeria
9/1/1952,30.135,0.423,Algeria
10/1/1952,25.076,0.276,Algeria
11/1/1952,18.058,0.467,Algeria
12/1/1952,12.384,0.421,Algeria
1/1/1953,10.762,0.272,Algeria
2/1/1953,13.762,0.525,Algeria
3/1/1953,16.209,0.344,Algeria
4/1/1953,24.271,0.321,Algeria
5/1/1953,27.334,0.382,Algeria
6/1/1953,30.623,0.449,Algeria
7/1/1953,34.039,0.28,Algeria
8/1/1953,32.014,0.535,Algeria
9/1/1953,29.528,0.504,Algeria
10/1/1953,24.022,0.331,Algeria
11/1/1953,17.898,0.379,Algeria
12/1/1953,13.971,0.305,Algeria
1/1/1954,11.2,0.346,Algeria
2/1/1954,13.179,0.323,Algeria
3/1/1954,18.208,0.366,Algeria
4/1/1954,21.035,0.384,Algeria
5/1/1954,27.245,0.334,Algeria
6/1/1954,31.82,0.337,Algeria
7/1/1954,32.839,0.371,Algeria
8/1/1954,32.22,0.344,Algeria
9/1/1954,29.447,0.378,Algeria
10/1/1954,23.043,0.396,Algeria
11/1/1954,18.488,0.341,Algeria
12/1/1954,13.105,0.346,Algeria
1/1/1955,14.521,0.472,Algeria
2/1/1955,16.704,0.3,Algeria
3/1/1955,18.568,0.327,Algeria
4/1/1955,21.88,0.362,Algeria
5/1/1955,28.427,0.266,Algeria
6/1/1955,31.907,0.35,Algeria
7/1/1955,34.568,0.303,Algeria
8/1/1955,33.537,0.331,Algeria
9/1/1955,29.999,0.272,Algeria
10/1/1955,24.297,0.283,Algeria
11/1/1955,19.746,0.424,Algeria
12/1/1955,13.904,0.417,Algeria
1/1/1956,12.991,0.325,Algeria
2/1/1956,13.282,0.527,Algeria
3/1/1956,17.427,0.372,Algeria
4/1/1956,22.188,0.371,Algeria
5/1/1956,27.218,0.339,Algeria
6/1/1956,31.064,0.284,Algeria
7/1/1956,33.332,0.289,Algeria
8/1/1956,32.671,0.345,Algeria
9/1/1956,29.843,0.347,Algeria
10/1/1956,23.46,0.371,Algeria
11/1/1956,16.741,0.359,Algeria
12/1/1956,11.119,0.473,Algeria
1/1/1957,10.517,0.408,Algeria
2/1/1957,16.328,0.602,Algeria
3/1/1957,18.824,0.36,Algeria
4/1/1957,21.208,0.435,Algeria
5/1/1957,26.265,0.346,Algeria
6/1/1957,30.901,0.546,Algeria
7/1/1957,33.008,0.461,Algeria
8/1/1957,32.803,0.717,Algeria
9/1/1957,29.762,0.491,Algeria
10/1/1957,22.632,0.298,Algeria
11/1/1957,17.137,0.385,Algeria
12/1/1957,12.058,0.344,Algeria
1/1/1958,12.392,0.418,Algeria
2/1/1958,15.912,0.426,Algeria
3/1/1958,19.285,0.261,Algeria
4/1/1958,22.269,0.338,Algeria
5/1/1958,28.12,0.458,Algeria
6/1/1958,32.407,0.59,Algeria
7/1/1958,33.98,0.73,Algeria
8/1/1958,33.117,0.353,Algeria
9/1/1958,29.898,0.253,Algeria
10/1/1958,23.694,0.277,Algeria
11/1/1958,16.966,0.297,Algeria
12/1/1958,14.499,0.328,Algeria
1/1/1959,12.827,0.515,Algeria
2/1/1959,13.877,0.449,Algeria
3/1/1959,19.492,0.442,Algeria
4/1/1959,22.673,0.266,Algeria
5/1/1959,27.055,0.35,Algeria
6/1/1959,31.692,0.297,Algeria
7/1/1959,33.563,0.343,Algeria
8/1/1959,33.119,0.255,Algeria
9/1/1959,30.676,0.403,Algeria
10/1/1959,24.406,0.383,Algeria
11/1/1959,17.714,0.48,Algeria
12/1/1959,12.91,0.377,Algeria
1/1/1960,12.229,0.399,Algeria
2/1/1960,17.081,0.45,Algeria
3/1/1960,19.183,0.287,Algeria
4/1/1960,21.587,0.503,Algeria
5/1/1960,27.187,0.369,Algeria
6/1/1960,31.219,0.707,Algeria
7/1/1960,33.907,0.457,Algeria
8/1/1960,34.005,0.504,Algeria
9/1/1960,29.597,0.405,Algeria
10/1/1960,25.244,0.462,Algeria
11/1/1960,19.047,0.464,Algeria
12/1/1960,11.763,0.418,Algeria
1/1/1961,11.106,0.316,Algeria
2/1/1961,14.798,0.241,Algeria
3/1/1961,17.525,0.421,Algeria
4/1/1961,23.683,0.505,Algeria
5/1/1961,28.835,0.354,Algeria
6/1/1961,31.316,0.533,Algeria
7/1/1961,33.772,0.36,Algeria
8/1/1961,32.682,0.365,Algeria
9/1/1961,29.68,0.351,Algeria
10/1/1961,23.877,0.434,Algeria
11/1/1961,19.616,0.412,Algeria
12/1/1961,13.794,0.371,Algeria
1/1/1962,12.894,0.341,Algeria
2/1/1962,13.141,0.368,Algeria
3/1/1962,18.313,0.433,Algeria
4/1/1962,22.831,0.535,Algeria
5/1/1962,27.921,0.345,Algeria
6/1/1962,31.309,0.685,Algeria
7/1/1962,34.035,0.347,Algeria
8/1/1962,32.949,0.545,Algeria
9/1/1962,30.215,0.438,Algeria
10/1/1962,24.543,0.403,Algeria
11/1/1962,17.273,0.398,Algeria
12/1/1962,12.765,0.699,Algeria
1/1/1963,14.224,0.416,Algeria
2/1/1963,15.633,0.4,Algeria
3/1/1963,17.836,0.289,Algeria
4/1/1963,22.973,0.357,Algeria
5/1/1963,24.878,0.479,Algeria
6/1/1963,30.936,0.562,Algeria
7/1/1963,34.225,0.389,Algeria
8/1/1963,33.547,0.38,Algeria
9/1/1963,29.763,0.351,Algeria
10/1/1963,22.727,0.536,Algeria
11/1/1963,18.568,0.322,Algeria
12/1/1963,14.504,0.368,Algeria
1/1/1964,11.896,0.435,Algeria
2/1/1964,15.236,0.315,Algeria
3/1/1964,20.5,0.424,Algeria
4/1/1964,21.65,0.355,Algeria
5/1/1964,28.083,0.608,Algeria
6/1/1964,31.617,0.51,Algeria
7/1/1964,33.533,0.525,Algeria
8/1/1964,33.064,0.447,Algeria
9/1/1964,29.275,0.462,Algeria
10/1/1964,23.455,0.484,Algeria
11/1/1964,16.901,0.317,Algeria
12/1/1964,12.56,0.332,Algeria
1/1/1965,12.253,0.365,Algeria
2/1/1965,14.469,0.344,Algeria
3/1/1965,19.142,0.434,Algeria
4/1/1965,20.95,0.362,Algeria
5/1/1965,27.298,0.415,Algeria
6/1/1965,30.515,0.906,Algeria
7/1/1965,33.738,0.721,Algeria
8/1/1965,32.355,0.352,Algeria
9/1/1965,28.759,0.356,Algeria
10/1/1965,24.987,0.538,Algeria
11/1/1965,18.124,0.335,Algeria
12/1/1965,13.095,0.349,Algeria
1/1/1966,14.19,0.47,Algeria
2/1/1966,17.162,0.376,Algeria
3/1/1966,17.045,0.495,Algeria
4/1/1966,23.262,0.437,Algeria
5/1/1966,26.714,0.462,Algeria
6/1/1966,32.292,0.341,Algeria
7/1/1966,33.987,0.259,Algeria
8/1/1966,33.499,0.613,Algeria
9/1/1966,29.4,0.259,Algeria
10/1/1966,23.536,0.276,Algeria
11/1/1966,16.496,0.3,Algeria
12/1/1966,12.033,0.36,Algeria
1/1/1967,11.057,0.369,Algeria
