dt,AverageTemperature,AverageTemperatureUncertainty,Country
2/1/1967,15.015,0.275,Algeria
3/1/1967,18.76,0.489,Algeria
4/1/1967,21.999,0.284,Algeria
5/1/1967,27.783,0.347,Algeria
6/1/1967,30.9,0.362,Algeria
7/1/1967,32.87,0.574,Algeria
8/1/1967,32.9,0.379,Algeria
9/1/1967,29.753,0.378,Algeria
10/1/1967,24.139,0.323,Algeria
11/1/1967,18.167,0.605,Algeria
12/1/1967,10.997,0.299,Algeria
1/1/1968,10.55,0.237,Algeria
2/1/1968,15.601,0.263,Algeria
3/1/1968,18.766,0.304,Algeria
4/1/1968,23.569,0.279,Algeria
5/1/1968,26.763,0.715,Algeria
6/1/1968,30.758,0.497,Algeria
7/1/1968,33.41,0.378,Algeria
8/1/1968,33.297,0.259,Algeria
9/1/1968,30.069,0.394,Algeria
10/1/1968,23.665,0.442,Algeria
11/1/1968,18.544,0.215,Algeria
12/1/1968,13.239,0.309,Algeria
1/1/1969,13.269,0.211,Algeria
2/1/1969,17.29,0.434,Algeria
3/1/1969,20.907,0.659,Algeria
4/1/1969,21.656,0.367,Algeria
5/1/1969,27.699,0.425,Algeria
6/1/1969,31.478,0.564,Algeria
7/1/1969,32.389,0.601,Algeria
8/1/1969,33.04,0.277,Algeria
9/1/1969,29.666,0.277,Algeria
10/1/1969,23.157,0.257,Algeria
11/1/1969,19.053,0.445,Algeria
12/1/1969,11.895,0.312,Algeria
1/1/1970,14.47,0.35,Algeria
2/1/1970,15.165,0.429,Algeria
3/1/1970,18.688,0.386,Algeria
4/1/1970,21.902,0.413,Algeria
5/1/1970,26.709,0.468,Algeria
6/1/1970,31.922,0.637,Algeria
7/1/1970,33.114,0.509,Algeria
8/1/1970,33.709,0.261,Algeria
9/1/1970,29.82,0.303,Algeria
10/1/1970,23.284,0.372,Algeria
11/1/1970,18.078,0.606,Algeria
12/1/1970,13.013,0.336,Algeria
1/1/1971,12.272,0.264,Algeria
2/1/1971,14.203,0.476,Algeria
3/1/1971,18.076,0.284,Algeria
4/1/1971,22.719,0.386,Algeria
5/1/1971,25.927,0.399,Algeria
6/1/1971,31.275,0.291,Algeria
7/1/1971,33.372,0.328,Algeria
8/1/1971,32.8,0.332,Algeria
9/1/1971,29.259,0.292,Algeria
10/1/1971,22.843,0.417,Algeria
11/1/1971,16.344,0.308,Algeria
12/1/1971,12.977,0.35,Algeria
1/1/1972,11.823,0.386,Algeria
2/1/1972,14.776,0.241,Algeria
3/1/1972,17.951,0.239,Algeria
4/1/1972,21.315,0.714,Algeria
5/1/1972,25.096,0.246,Algeria
6/1/1972,31.302,0.38,Algeria
7/1/1972,33.969,0.39,Algeria
8/1/1972,32.955,0.291,Algeria
9/1/1972,29.4,0.464,Algeria
10/1/1972,23.682,0.329,Algeria
11/1/1972,18.064,0.357,Algeria
12/1/1972,12.045,0.313,Algeria
1/1/1973,11.049,0.306,Algeria
2/1/1973,13.202,0.311,Algeria
3/1/1973,16.97,0.495,Algeria
4/1/1973,22.299,0.426,Algeria
5/1/1973,29.14,0.413,Algeria
6/1/1973,32.447,0.436,Algeria
7/1/1973,34.107,0.386,Algeria
8/1/1973,32.941,0.262,Algeria
9/1/1973,29.637,0.706,Algeria
10/1/1973,23.696,0.326,Algeria
11/1/1973,17.293,0.561,Algeria
12/1/1973,11.853,0.404,Algeria
1/1/1974,12.068,0.395,Algeria
2/1/1974,13.597,0.484,Algeria
3/1/1974,17.854,0.296,Algeria
4/1/1974,20.775,0.456,Algeria
5/1/1974,28.307,0.673,Algeria
6/1/1974,32.395,0.47,Algeria
7/1/1974,32.716,0.438,Algeria
8/1/1974,32.497,0.563,Algeria
9/1/1974,29.397,0.317,Algeria
10/1/1974,22.384,0.325,Algeria
11/1/1974,16.427,0.446,Algeria
12/1/1974,12.075,0.627,Algeria
1/1/1975,11.104,0.33,Algeria
2/1/1975,14.014,0.457,Algeria
3/1/1975,17.648,0.593,Algeria
4/1/1975,22.474,0.227,Algeria
5/1/1975,26.238,0.415,Algeria
6/1/1975,30.849,0.289,Algeria
7/1/1975,33.416,0.264,Algeria
8/1/1975,32.875,0.505,Algeria
9/1/1975,30.113,0.398,Algeria
10/1/1975,23.674,0.328,Algeria
11/1/1975,16.168,0.245,Algeria
12/1/1975,14.024,0.411,Algeria
1/1/1976,10.788,0.357,Algeria
2/1/1976,13.63,0.283,Algeria
3/1/1976,15.895,0.297,Algeria
4/1/1976,21.355,0.503,Algeria
5/1/1976,26.126,0.564,Algeria
6/1/1976,30.938,0.37,Algeria
7/1/1976,33.763,0.519,Algeria
8/1/1976,32.873,0.693,Algeria
9/1/1976,29.169,0.434,Algeria
10/1/1976,23.241,0.323,Algeria
11/1/1976,16.339,0.447,Algeria
12/1/1976,14.164,0.263,Algeria
1/1/1977,13.619,0.344,Algeria
2/1/1977,16.014,0.271,Algeria
3/1/1977,19.286,0.369,Algeria
4/1/1977,23.043,0.414,Algeria
5/1/1977,26.88,0.247,Algeria
6/1/1977,31.217,0.449,Algeria
7/1/1977,34.408,0.471,Algeria
8/1/1977,33.211,0.591,Algeria
9/1/1977,29.18,0.453,Algeria
10/1/1977,24.032,0.704,Algeria
11/1/1977,17.654,0.433,Algeria
12/1/1977,14.009,0.271,Algeria
1/1/1978,12.637,0.375,Algeria
2/1/1978,16.483,0.753,Algeria
3/1/1978,18.78,0.263,Algeria
4/1/1978,22.467,0.345,Algeria
5/1/1978,27.001,0.404,Algeria
6/1/1978,31.535,0.571,Algeria
7/1/1978,32.867,0.514,Algeria
8/1/1978,32.835,0.319,Algeria
9/1/1978,29.182,0.272,Algeria
10/1/1978,22.657,0.687,Algeria
11/1/1978,16.58,0.428,Algeria
12/1/1978,14.918,0.332,Algeria
1/1/1979,15.541,0.353,Algeria
2/1/1979,15.386,0.361,Algeria
3/1/1979,18.965,0.208,Algeria
4/1/1979,21.673,0.45,Algeria
5/1/1979,27.171,0.277,Algeria
6/1/1979,31.603,0.249,Algeria
7/1/1979,33.777,0.262,Algeria
8/1/1979,33.766,0.187,Algeria
9/1/1979,29.25,0.331,Algeria
10/1/1979,24.618,0.268,Algeria
11/1/1979,16.48,0.278,Algeria
12/1/1979,12.532,0.604,Algeria
1/1/1980,12.731,0.272,Algeria
2/1/1980,15.286,0.381,Algeria
3/1/1980,18.322,0.431,Algeria
4/1/1980,22.96,0.299,Algeria
5/1/1980,26.708,0.493,Algeria
6/1/1980,32.472,0.509,Algeria
7/1/1980,33.274,0.568,Algeria
8/1/1980,33.355,0.366,Algeria
9/1/1980,30.114,0.266,Algeria
10/1/1980,23.393,0.324,Algeria
11/1/1980,18.196,0.258,Algeria
12/1/1980,11.111,0.428,Algeria
1/1/1981,10.24,0.287,Algeria
2/1/1981,13.759,0.453,Algeria
3/1/1981,20.691,0.217,Algeria
4/1/1981,24.106,0.447,Algeria
5/1/1981,28.193,0.394,Algeria
6/1/1981,32.428,0.471,Algeria
7/1/1981,33.827,0.462,Algeria
8/1/1981,32.282,0.294,Algeria
9/1/1981,30.198,0.368,Algeria
10/1/1981,25.156,0.338,Algeria
11/1/1981,17.488,0.319,Algeria
12/1/1981,14.583,0.268,Algeria
1/1/1982,12.621,0.437,Algeria
2/1/1982,14.419,0.375,Algeria
3/1/1982,18.553,0.279,Algeria
4/1/1982,22.119,0.243,Algeria
5/1/1982,27.238,0.31,Algeria
6/1/1982,32.68,0.248,Algeria
7/1/1982,34.116,0.631,Algeria
8/1/1982,33.292,0.233,Algeria
9/1/1982,29.95,0.2,Algeria
10/1/1982,23.943,0.294,Algeria
11/1/1982,16.619,0.424,Algeria
12/1/1982,11.58,0.435,Algeria
1/1/1983,10.579,0.33,Algeria
2/1/1983,14.884,0.35,Algeria
3/1/1983,18.718,0.34,Algeria
4/1/1983,24.016,0.357,Algeria
5/1/1983,28.664,0.306,Algeria
6/1/1983,32.119,0.378,Algeria
7/1/1983,34.436,0.278,Algeria
8/1/1983,34.225,0.202,Algeria
9/1/1983,30.287,0.294,Algeria
10/1/1983,23.929,0.362,Algeria
11/1/1983,19.636,0.405,Algeria
12/1/1983,12.703,0.394,Algeria
1/1/1984,11.595,0.342,Algeria
2/1/1984,13.571,0.316,Algeria
3/1/1984,18.247,0.396,Algeria
4/1/1984,24.082,0.276,Algeria
5/1/1984,26.962,0.453,Algeria
6/1/1984,32.176,0.252,Algeria
7/1/1984,33.101,0.245,Algeria
8/1/1984,33.467,0.335,Algeria
9/1/1984,30.415,0.356,Algeria
10/1/1984,22.561,0.476,Algeria
11/1/1984,18.166,0.736,Algeria
12/1/1984,12.414,0.301,Algeria
1/1/1985,11.495,0.362,Algeria
2/1/1985,16.929,0.266,Algeria
3/1/1985,17.915,0.252,Algeria
4/1/1985,22.724,0.373,Algeria
5/1/1985,26.726,0.357,Algeria
6/1/1985,33.404,0.613,Algeria
7/1/1985,33.873,0.288,Algeria
8/1/1985,33.352,0.301,Algeria
9/1/1985,29.69,0.342,Algeria
10/1/1985,23.967,0.407,Algeria
11/1/1985,19.464,0.359,Algeria
12/1/1985,12.776,0.385,Algeria
1/1/1986,11.79,0.321,Algeria
2/1/1986,15.624,0.388,Algeria
3/1/1986,17.737,0.295,Algeria
4/1/1986,22.934,0.321,Algeria
5/1/1986,28.698,0.407,Algeria
6/1/1986,31.797,0.581,Algeria
7/1/1986,33.813,0.286,Algeria
8/1/1986,33.843,0.239,Algeria
9/1/1986,30.319,0.3,Algeria
10/1/1986,24.16,0.255,Algeria
11/1/1986,16.678,0.283,Algeria
12/1/1986,11.687,0.352,Algeria
1/1/1987,12.38,0.443,Algeria
2/1/1987,15.148,0.276,Algeria
3/1/1987,19.598,0.28,Algeria
4/1/1987,24.077,0.279,Algeria
5/1/1987,28.745,0.365,Algeria
6/1/1987,32.621,0.317,Algeria
7/1/1987,34.741,0.524,Algeria
8/1/1987,34.317,0.263,Algeria
9/1/1987,30.924,0.426,Algeria
10/1/1987,25.325,0.24,Algeria
11/1/1987,17.943,0.283,Algeria
12/1/1987,15.154,0.233,Algeria
1/1/1988,13.089,0.323,Algeria
2/1/1988,15.605,0.34,Algeria
3/1/1988,18.59,0.282,Algeria
4/1/1988,24.559,0.412,Algeria
5/1/1988,28.459,0.347,Algeria
6/1/1988,32.412,0.516,Algeria
7/1/1988,35.011,0.416,Algeria
8/1/1988,34.118,0.324,Algeria
9/1/1988,29.675,0.251,Algeria
10/1/1988,24.708,0.221,Algeria
11/1/1988,18.577,0.297,Algeria
12/1/1988,10.985,0.379,Algeria
1/1/1989,11.176,0.26,Algeria
2/1/1989,14.214,0.305,Algeria
3/1/1989,18.847,0.231,Algeria
4/1/1989,22.52,0.26,Algeria
5/1/1989,27.645,0.327,Algeria
6/1/1989,31.617,0.315,Algeria
7/1/1989,33.894,0.352,Algeria
8/1/1989,33.797,0.364,Algeria
9/1/1989,31.188,0.24,Algeria
10/1/1989,24.96,0.34,Algeria
11/1/1989,19.234,0.282,Algeria
12/1/1989,15.6,0.323,Algeria
1/1/1990,12.207,0.492,Algeria
2/1/1990,16.059,0.303,Algeria
3/1/1990,19.661,0.615,Algeria
4/1/1990,23.09,0.218,Algeria
5/1/1990,27.491,0.477,Algeria
6/1/1990,33.167,0.396,Algeria
7/1/1990,34.082,0.401,Algeria
8/1/1990,33.412,0.391,Algeria
9/1/1990,31.688,0.24,Algeria
10/1/1990,26.006,0.504,Algeria
11/1/1990,18.55,0.361,Algeria
12/1/1990,12.76,0.377,Algeria
1/1/1991,11.519,0.493,Algeria
2/1/1991,13.943,0.248,Algeria
3/1/1991,18.792,0.451,Algeria
4/1/1991,22.058,0.306,Algeria
5/1/1991,25.674,0.361,Algeria
6/1/1991,31.822,0.384,Algeria
7/1/1991,34.401,0.49,Algeria
8/1/1991,33.404,0.334,Algeria
9/1/1991,30.575,0.237,Algeria
10/1/1991,24.006,0.271,Algeria
11/1/1991,17.466,0.324,Algeria
12/1/1991,12.473,0.434,Algeria
1/1/1992,10.925,0.259,Algeria
2/1/1992,15.051,0.301,Algeria
3/1/1992,17.411,0.318,Algeria
4/1/1992,21.845,0.333,Algeria
5/1/1992,26.372,0.363,Algeria
6/1/1992,30.546,0.497,Algeria
7/1/1992,33.077,0.289,Algeria
8/1/1992,33.204,0.305,Algeria
9/1/1992,29.878,0.352,Algeria
10/1/1992,24.22,0.379,Algeria
11/1/1992,17.165,0.32,Algeria
12/1/1992,13.51,0.428,Algeria
1/1/1993,11.053,0.449,Algeria
2/1/1993,13.731,0.277,Algeria
3/1/1993,18.235,0.279,Algeria
4/1/1993,22.867,0.255,Algeria
5/1/1993,27.567,0.4,Algeria
6/1/1993,33.315,0.386,Algeria
7/1/1993,34.422,0.306,Algeria
8/1/1993,33.565,0.317,Algeria
9/1/1993,30.109,0.211,Algeria
10/1/1993,24.679,0.309,Algeria
11/1/1993,18.908,0.767,Algeria
12/1/1993,12.959,0.231,Algeria
1/1/1994,12.282,0.491,Algeria
2/1/1994,14.46,0.345,Algeria
3/1/1994,19.598,0.296,Algeria
4/1/1994,21.848,0.261,Algeria
5/1/1994,28.923,0.304,Algeria
6/1/1994,32.788,0.307,Algeria
7/1/1994,34.267,0.31,Algeria
8/1/1994,34.129,0.317,Algeria
9/1/1994,29.85,0.396,Algeria
10/1/1994,24.064,0.337,Algeria
11/1/1994,18.686,0.277,Algeria
12/1/1994,12.81,0.216,Algeria
1/1/1995,10.828,0.299,Algeria
2/1/1995,15.365,0.573,Algeria
3/1/1995,18.348,0.286,Algeria
4/1/1995,21.881,0.218,Algeria
5/1/1995,29.082,0.321,Algeria
6/1/1995,32.133,0.403,Algeria
7/1/1995,34.121,0.384,Algeria
8/1/1995,34.443,0.33,Algeria
9/1/1995,30.432,0.231,Algeria
10/1/1995,24.312,0.234,Algeria
11/1/1995,18.689,0.222,Algeria
12/1/1995,15.036,0.332,Algeria
1/1/1996,14.843,0.603,Algeria
2/1/1996,14.926,0.329,Algeria
3/1/1996,19.184,0.248,Algeria
4/1/1996,23.2,0.499,Algeria
5/1/1996,28.035,0.403,Algeria
6/1/1996,31.019,0.329,Algeria
7/1/1996,33.976,0.31,Algeria
8/1/1996,34.243,0.578,Algeria
9/1/1996,29.897,0.612,Algeria
10/1/1996,23.385,0.219,Algeria
11/1/1996,17.796,0.288,Algeria
12/1/1996,14.308,0.438,Algeria
1/1/1997,14.117,0.39,Algeria
2/1/1997,15.504,0.261,Algeria
3/1/1997,17.874,0.336,Algeria
4/1/1997,22.252,0.206,Algeria
5/1/1997,28.201,0.345,Algeria
6/1/1997,33.314,0.354,Algeria
7/1/1997,34.896,0.331,Algeria
8/1/1997,33.455,0.388,Algeria
9/1/1997,30.352,0.33,Algeria
10/1/1997,24.816,0.574,Algeria
11/1/1997,18.786,0.436,Algeria
12/1/1997,13.895,0.286,Algeria
1/1/1998,13.23,0.265,Algeria
2/1/1998,15.867,0.607,Algeria
3/1/1998,18.227,0.271,Algeria
4/1/1998,24.861,0.259,Algeria
5/1/1998,27.368,0.404,Algeria
6/1/1998,32.526,0.52,Algeria
7/1/1998,35.058,0.306,Algeria
8/1/1998,34.349,0.319,Algeria
9/1/1998,31.763,0.219,Algeria
10/1/1998,24.055,0.286,Algeria
11/1/1998,17.431,0.381,Algeria
12/1/1998,12.312,0.21,Algeria
1/1/1999,12.187,0.295,Algeria
2/1/1999,12.946,0.372,Algeria
3/1/1999,19.304,0.265,Algeria
4/1/1999,24.834,0.324,Algeria
5/1/1999,30.143,0.48,Algeria
6/1/1999,33.75,0.597,Algeria
7/1/1999,35.178,0.435,Algeria
8/1/1999,34.934,0.326,Algeria
9/1/1999,31.711,0.371,Algeria
10/1/1999,26.29,0.203,Algeria
11/1/1999,17.779,0.266,Algeria
12/1/1999,12.537,0.208,Algeria
1/1/2000,11.26,0.286,Algeria
2/1/2000,14.386,0.284,Algeria
3/1/2000,20.236,0.451,Algeria
4/1/2000,25.017,0.347,Algeria
5/1/2000,29.425,0.339,Algeria
6/1/2000,32.172,0.364,Algeria
7/1/2000,34.933,0.344,Algeria
8/1/2000,33.748,0.236,Algeria
9/1/2000,30.635,0.225,Algeria
10/1/2000,23.424,0.382,Algeria
11/1/2000,18.709,0.299,Algeria
12/1/2000,14.442,0.239,Algeria
1/1/2001,13.127,0.301,Algeria
2/1/2001,14.525,0.401,Algeria
3/1/2001,22.359,0.322,Algeria
4/1/2001,23.731,0.744,Algeria
5/1/2001,28.24,0.479,Algeria
6/1/2001,33.403,0.407,Algeria
7/1/2001,35.498,0.31,Algeria
8/1/2001,34.15,0.52,Algeria
9/1/2001,31.881,0.478,Algeria
10/1/2001,26.917,0.309,Algeria
11/1/2001,18.681,0.323,Algeria
12/1/2001,14.181,0.335,Algeria
1/1/2002,12.269,0.352,Algeria
2/1/2002,15.554,0.378,Algeria
3/1/2002,20.129,0.274,Algeria
4/1/2002,23.215,0.327,Algeria
5/1/2002,28.406,0.586,Algeria
6/1/2002,32.628,0.315,Algeria
7/1/2002,35.43,0.361,Algeria
8/1/2002,34.32,0.674,Algeria
9/1/2002,31.228,0.304,Algeria
10/1/2002,24.482,0.371,Algeria
11/1/2002,18.444,0.3,Algeria
12/1/2002,15.051,0.339,Algeria
1/1/2003,12.737,0.426,Algeria
2/1/2003,14.385,0.365,Algeria
3/1/2003,19.599,0.352,Algeria
4/1/2003,24.085,0.342,Algeria
5/1/2003,29.116,0.396,Algeria
6/1/2003,33.07,0.561,Algeria
7/1/2003,35.829,0.4,Algeria
8/1/2003,34.038,0.263,Algeria
9/1/2003,31.135,0.52,Algeria
10/1/2003,26.638,0.441,Algeria
11/1/2003,18.76,0.281,Algeria
12/1/2003,13.332,0.382,Algeria
1/1/2004,13.008,0.326,Algeria
2/1/2004,16.674,0.251,Algeria
3/1/2004,19.649,0.21,Algeria
4/1/2004,23.332,0.602,Algeria
5/1/2004,26.333,0.383,Algeria
6/1/2004,32.359,0.452,Algeria
7/1/2004,33.934,0.689,Algeria
8/1/2004,34.532,0.553,Algeria
9/1/2004,29.782,0.489,Algeria
10/1/2004,26.374,0.539,Algeria
11/1/2004,17.278,0.278,Algeria
12/1/2004,13.737,0.273,Algeria
1/1/2005,10.748,0.272,Algeria
2/1/2005,13.5,0.365,Algeria
3/1/2005,20.446,0.485,Algeria
4/1/2005,24.624,0.395,Algeria
5/1/2005,30.515,0.382,Algeria
6/1/2005,32.3,0.465,Algeria
7/1/2005,35.702,0.332,Algeria
8/1/2005,34.174,0.513,Algeria
9/1/2005,30.38,0.587,Algeria
10/1/2005,26.046,0.39,Algeria
11/1/2005,19.029,0.397,Algeria
12/1/2005,13.207,0.405,Algeria
1/1/2006,11.374,0.324,Algeria
2/1/2006,14.421,0.388,Algeria
3/1/2006,20.245,0.239,Algeria
4/1/2006,25.776,0.368,Algeria
5/1/2006,29.632,0.45,Algeria
6/1/2006,32.725,0.348,Algeria
7/1/2006,34.584,0.502,Algeria
8/1/2006,34.113,0.487,Algeria
9/1/2006,29.824,0.334,Algeria
10/1/2006,25.729,0.25,Algeria
11/1/2006,18.752,0.407,Algeria
12/1/2006,13.235,0.348,Algeria
1/1/2007,13.636,0.437,Algeria
2/1/2007,16.853,0.297,Algeria
3/1/2007,18.295,0.279,Algeria
4/1/2007,23.462,0.269,Algeria
5/1/2007,28.139,0.225,Algeria
6/1/2007,32.869,0.33,Algeria
7/1/2007,34.341,0.483,Algeria
8/1/2007,33.863,0.562,Algeria
9/1/2007,31.036,0.718,Algeria
10/1/2007,25.148,0.217,Algeria
11/1/2007,18.105,0.302,Algeria
12/1/2007,13.037,0.383,Algeria
1/1/2008,11.936,0.24,Algeria
2/1/2008,15.584,0.309,Algeria
3/1/2008,19.943,0.276,Algeria
4/1/2008,24.425,0.255,Algeria
5/1/2008,28.591,0.216,Algeria
6/1/2008,32.597,0.41,Algeria
7/1/2008,35.102,0.488,Algeria
8/1/2008,34.086,0.241,Algeria
9/1/2008,31.175,0.703,Algeria
10/1/2008,24.462,0.359,Algeria
11/1/2008,17.193,0.22,Algeria
12/1/2008,12.309,0.342,Algeria
1/1/2009,12.455,0.309,Algeria
2/1/2009,15.302,0.31,Algeria
3/1/2009,19.838,0.238,Algeria
4/1/2009,22.298,0.325,Algeria
5/1/2009,28.375,0.343,Algeria
6/1/2009,33.066,0.344,Algeria
7/1/2009,35.426,0.413,Algeria
8/1/2009,34.212,0.306,Algeria
9/1/2009,29.306,0.323,Algeria
10/1/2009,25.229,0.296,Algeria
11/1/2009,18.456,0.485,Algeria
12/1/2009,15.889,0.345,Algeria
1/1/2010,14.72,0.31,Algeria
2/1/2010,18.967,0.191,Algeria
3/1/2010,21.633,0.308,Algeria
4/1/2010,25.926,0.264,Algeria
5/1/2010,28.437,0.25,Algeria
6/1/2010,32.967,0.348,Algeria
7/1/2010,35.183,0.317,Algeria
8/1/2010,34.306,0.395,Algeria
9/1/2010,30.745,0.205,Algeria
10/1/2010,24.989,0.264,Algeria
11/1/2010,19.017,0.326,Algeria
12/1/2010,15.698,0.326,Algeria
1/1/2011,14.015,0.353,Algeria
2/1/2011,14.236,0.308,Algeria
3/1/2011,20.083,0.209,Algeria
4/1/2011,24.582,0.331,Algeria
5/1/2011,28.231,0.222,Algeria
6/1/2011,32.256,0.312,Algeria
7/1/2011,35.004,0.359,Algeria
8/1/2011,34,0.421,Algeria
9/1/2011,31.723,0.248,Algeria
10/1/2011,23.701,0.351,Algeria
11/1/2011,18.855,0.34,Algeria
12/1/2011,13.044,0.361,Algeria
1/1/2012,11.363,0.423,Algeria
2/1/2012,12.09,0.428,Algeria
3/1/2012,18.32,0.206,Algeria
4/1/2012,23.349,0.248,Algeria
5/1/2012,29.664,0.351,Algeria
6/1/2012,33.977,0.463,Algeria
7/1/2012,34.958,0.836,Algeria
8/1/2012,34.01,0.72,Algeria
9/1/2012,30.224,0.946,Algeria
10/1/2012,25.834,0.425,Algeria
11/1/2012,20.031,0.268,Algeria
12/1/2012,13.638,0.501,Algeria
1/1/2013,12.781,0.442,Algeria
2/1/2013,14.211,0.312,Algeria
3/1/2013,21.027,0.243,Algeria
4/1/2013,24.242,0.472,Algeria
5/1/2013,28.482,0.264,Algeria
6/1/2013,32.288,0.449,Algeria
7/1/2013,34.707,0.521,Algeria
8/1/2013,33.234,0.798,Algeria
9/1/2013,,,Algeria
